title, artist, id, url, length
"Where Is the Love?","The Black Eyed Peas","14146451","https://itunes.apple.com/us/album/where-is-the-love/id14146457?i=14146451&uo=4","272"
"A Woman Like You","Lee Brice","513670726","https://itunes.apple.com/us/album/a-woman-like-you/id513670724?i=513670726&uo=4","207"
"I Will Always Love You","Whitney Houston","251101872","https://itunes.apple.com/us/album/i-will-always-love-you/id251101179?i=251101872&uo=4","263"
"I Love Rock 'N Roll","Joan Jett & The Blackhearts","209683416","https://itunes.apple.com/us/album/i-love-rock-n-roll/id209683247?i=209683416&uo=4","175"
"Blow Me (One Last Kiss)","P!nk","545398137","https://itunes.apple.com/us/album/blow-me-one-last-kiss/id545398133?i=545398137&uo=4","256"
"Float On","Modest Mouse","201257515","https://itunes.apple.com/us/album/float-on/id201257412?i=201257515&uo=4","208"
"Angel Eyes","Love and Theft","538005432","https://itunes.apple.com/us/album/angel-eyes/id538005244?i=538005432&uo=4","186"
"Stubborn Love","The Lumineers","926369918","https://itunes.apple.com/us/album/stubborn-love/id926367059?i=926369918&uo=4","279"
"Live Like We're Dying","Kris Allen","332133870","https://itunes.apple.com/us/album/live-like-were-dying/id332133493?i=332133870&uo=4","212"
"Love Somebody","Maroon 5","542469000","https://itunes.apple.com/us/album/love-somebody/id542468867?i=542469000&uo=4","229"
"Love Is an Open Door","Kristen Bell & Santino Fontana","728880406","https://itunes.apple.com/us/album/love-is-an-open-door/id728880367?i=728880406&uo=4","127"
"Crazy In Love","Beyoncé","201274644","https://itunes.apple.com/us/album/crazy-in-love/id201274359?i=201274644&uo=4","236"
"Alright","Darius Rucker","716368670","https://itunes.apple.com/us/album/alright/id716368054?i=716368670&uo=4","231"
"Find Your Love","Drake","376324880","https://itunes.apple.com/us/album/find-your-love/id376324719?i=376324880&uo=4","208"
"Best Love Song (feat. Chris Brown)","T-Pain","425455303","https://itunes.apple.com/us/album/best-love-song-feat-chris-brown/id425455295?i=425455303&uo=4","197"
"Two Is Better Than One (feat. Taylor Swift)","Boys Like Girls","329757892","https://itunes.apple.com/us/album/two-is-better-than-one-feat-taylor-swift/id329757886?i=329757892&uo=4","243"
"Free Fallin'","John Mayer","388127336","https://itunes.apple.com/us/album/free-fallin-live/id388127285?i=388127336&uo=4","263"
"Somebody to Love","Justin Bieber","361487223","https://itunes.apple.com/us/album/somebody-to-love/id361487155?i=361487223&uo=4","220"
"Let Me Love You (feat. Justin Bieber)","DJ Snake","1132415077","https://itunes.apple.com/us/album/let-me-love-you-feat-justin-bieber/id1132414935?i=1132415077&uo=4","205"
"California Love","2Pac","310908515","https://itunes.apple.com/us/album/california-love/id310908362?i=310908515&uo=4","284"
"All I Want to Do","Sugarland","285448849","https://itunes.apple.com/us/album/all-i-want-to-do/id285448816?i=285448849&uo=4","213"
"Love Like This (feat. Sean Kingston)","Natasha Bedingfield","271874821","https://itunes.apple.com/us/album/love-like-this-feat-sean-kingston/id271874816?i=271874821&uo=4","222"
"Live While We're Young","One Direction","563475531","https://itunes.apple.com/us/album/live-while-were-young/id563475530?i=563475531&uo=4","198"
"Same Old Love","Selena Gomez","1038308743","https://itunes.apple.com/us/album/same-old-love/id1038308736?i=1038308743&uo=4","229"
"Love Me Harder","Ariana Grande & The Weeknd","894102379","https://itunes.apple.com/us/album/love-me-harder/id894102325?i=894102379&uo=4","236"
"Pusher Love Girl","Justin Timberlake","598391522","https://itunes.apple.com/us/album/pusher-love-girl/id598391518?i=598391522&uo=4","482"
"Love Drunk","Boys Like Girls","320921907","https://itunes.apple.com/us/album/love-drunk/id320921906?i=320921907&uo=4","227"
"Love Like Crazy","Lee Brice","371186852","https://itunes.apple.com/us/album/love-like-crazy/id371186839?i=371186852&uo=4","217"
"I Need Your Love (feat. Ellie Goulding)","Calvin Harris","570039349","https://itunes.apple.com/us/album/i-need-your-love-feat-ellie-goulding/id570038793?i=570039349&uo=4","234"
"My Love","Justin Timberlake","303099934","https://itunes.apple.com/us/album/my-love-single-version/id303099932?i=303099934&uo=4","281"
"Give It All We Got Tonight","George Strait","635012219","https://itunes.apple.com/us/album/give-it-all-we-got-tonight/id635012215?i=635012219&uo=4","251"
"I Wanna Love You (feat. Snoop Dogg)","Akon featuring Snoop Dogg","204117266","https://itunes.apple.com/us/album/i-wanna-love-you-feat-snoop-dogg/id204117244?i=204117266&uo=4","247"
"Love Like Woe","The Ready Set","373014284","https://itunes.apple.com/us/album/love-like-woe/id373014283?i=373014284&uo=4","200"
"Love Drought","Beyoncé","1107429371","https://itunes.apple.com/us/album/love-drought/id1107429221?i=1107429371&uo=4","237"
"Rich Girl","Gwen Stefani","30523704","https://itunes.apple.com/us/album/rich-girl/id30523690?i=30523704&uo=4","236"
"I Drive Your Truck","Lee Brice","513670870","https://itunes.apple.com/us/album/i-drive-your-truck/id513670724?i=513670870&uo=4","231"
"Rhythm of Love","Plain White T's","394755226","https://itunes.apple.com/us/album/rhythm-of-love/id394755181?i=394755226&uo=4","200"
"i hate u, i love u (feat. Olivia O'Brien)","gnash","1094931875","https://itunes.apple.com/us/album/i-hate-u-i-love-u-feat-olivia-obrien/id1094931816?i=1094931875&uo=4","251"
"Drunk in Love (feat. Jay Z)","Beyoncé","780330736","https://itunes.apple.com/us/music-video/drunk-in-love-feat-jay-z/id780330736?uo=4","381"
"Crew Love (feat. The Weeknd)","Drake","479760327","https://itunes.apple.com/us/album/crew-love-feat-the-weeknd/id479760323?i=479760327&uo=4","208"
"Is This Love","Bob Marley & The Wailers","517438247","https://itunes.apple.com/us/album/is-this-love/id517438246?i=517438247&uo=4","232"
"Give Me Love","Ed Sheeran","448214026","https://itunes.apple.com/us/album/give-me-love/id448213992?i=448214026&uo=4","526"
"True Love (feat. Lily Allen)","P!nk","545398140","https://itunes.apple.com/us/album/true-love-feat-lily-allen/id545398133?i=545398140&uo=4","230"
"Your Love","Nicki Minaj","403927935","https://itunes.apple.com/us/album/your-love/id403927867?i=403927935&uo=4","245"
"Love Lockdown","Kanye West","291539242","https://itunes.apple.com/us/album/love-lockdown/id291539239?i=291539242&uo=4","270"
"Love Story","Taylor Swift","300719060","https://itunes.apple.com/us/album/love-story-pop-mix/id300719058?i=300719060&uo=4","233"
"Love","American Authors","806472669","https://itunes.apple.com/us/album/love/id806472660?i=806472669&uo=4","198"
"I Don’t Wanna Live Forever (Fifty Shades Darker)","ZAYN & Taylor Swift","1193843927","https://itunes.apple.com/us/album/i-dont-wanna-live-forever-fifty-shades-darker/id1193842483?i=1193843927&uo=4","245"
"Letting Go (Dutty Love) [feat. Nicki Minaj]","Sean Kingston","384118273","https://itunes.apple.com/us/album/letting-go-dutty-love-feat-nicki-minaj/id384118261?i=384118273&uo=4","230"
"Life In a Northern Town (Live) [Bonus Track]","Little Big Town","285448901","https://itunes.apple.com/us/album/life-in-a-northern-town-live-bonus-track/id285448816?i=285448901&uo=4","254"
"Sexy Dirty Love","Demi Lovato","1273382680","https://itunes.apple.com/us/album/sexy-dirty-love/id1273382676?i=1273382680&uo=4","213"
"Love on the Brain","Rihanna","1079283609","https://itunes.apple.com/us/album/love-on-the-brain/id1079283596?i=1079283609&uo=4","223"
"Long Live","Taylor Swift","399728038","https://itunes.apple.com/us/album/long-live/id399727924?i=399728038&uo=4","317"
"Whiskey On My Breath (Live)","Love & Theft","966868705","https://itunes.apple.com/us/music-video/whiskey-on-my-breath-live/id966868705?uo=4","251"
"Riff Off: Mickey / Like a Virgin / Hit Me With Your Best Shot / S&M / Let’s Talk About Sex / I’ll Make Love To You / Feels Like the First Time / No Diggity","The Barden Bellas, The Treblemakers & The Bu Harmonics","561460991","https://itunes.apple.com/us/album/riff-off-mickey-like-virgin-hit-me-your-best-shot-s/id561460813?i=561460991&uo=4","223"
"It Won't Be Like This for Long","Darius Rucker","716368688","https://itunes.apple.com/us/album/it-wont-be-like-this-for-long/id716368054?i=716368688&uo=4","219"
"Tell Me You Love Me","Demi Lovato","1273382679","https://itunes.apple.com/us/album/tell-me-you-love-me/id1273382676?i=1273382679&uo=4","236"
"Only an Act of True Love","Christophe Beck","728880435","https://itunes.apple.com/us/album/only-an-act-of-true-love/id728880367?i=728880435&uo=4","67"
"Wild for the Night (feat. Skrillex & Birdy Nam Nam)","A$AP Rocky","581997310","https://itunes.apple.com/us/album/wild-for-the-night-feat-skrillex-birdy-nam-nam/id581997130?i=581997310&uo=4","212"
"Bailando (English Version) [feat. Sean Paul, Descemer Bueno & Gente de Zona]","Enrique Iglesias","865734365","https://itunes.apple.com/us/album/bailando-english-version-feat-sean-paul-descemer-bueno/id865734303?i=865734365&uo=4","243"
"Symphony No. 5 in C Minor, Op. 67: I. Allegro con brio","London Symphony Orchestra & Josef Krips","278864685","https://itunes.apple.com/us/album/symphony-no-5-in-c-minor-op-67-i-allegro-con-brio/id278864065?i=278864685&uo=4","499"
"If It's Love","Train","333325960","https://itunes.apple.com/us/album/if-its-love/id333325379?i=333325960&uo=4","239"
"I Love You This Big","Scotty McCreery","464296587","https://itunes.apple.com/us/album/i-love-you-this-big/id464296566?i=464296587&uo=4","246"
"Love","Daughter","510201334","https://itunes.apple.com/us/album/love/id510201317?i=510201334&uo=4","344"
"Cosmic Love","Florence + The Machine","321595717","https://itunes.apple.com/us/album/cosmic-love/id321595208?i=321595717&uo=4","255"
"Love Me","Justin Bieber","340234901","https://itunes.apple.com/us/album/love-me/id340234845?i=340234901&uo=4","191"
"Redbone","Childish Gambino","1173655934","https://itunes.apple.com/us/album/redbone/id1173655524?i=1173655934&uo=4","326"
"One Love / People Get Ready","Bob Marley & The Wailers","517438255","https://itunes.apple.com/us/album/one-love-people-get-ready/id517438246?i=517438255&uo=4","172"
"This Is Gospel","Panic! At the Disco","684954529","https://itunes.apple.com/us/album/this-is-gospel/id684954402?i=684954529&uo=4","187"
"Love Your Love the Most","Eric Church","721253786","https://itunes.apple.com/us/album/love-your-love-the-most/id721253232?i=721253786&uo=4","170"
"Ruin the Friendship","Demi Lovato","1273382953","https://itunes.apple.com/us/album/ruin-the-friendship/id1273382676?i=1273382953&uo=4","233"
"Send Her My Love","Journey","169005180","https://itunes.apple.com/us/album/send-her-my-love/id169003304?i=169005180&uo=4","235"
"I Alone","LIVE","61032","https://itunes.apple.com/us/album/i-alone/id61056?i=61032&uo=4","231"
"Cop Car","Keith Urban","687558122","https://itunes.apple.com/us/album/cop-car/id687558119?i=687558122&uo=4","256"
"Lonely (feat. Lil Wayne)","Demi Lovato","1273382955","https://itunes.apple.com/us/album/lonely-feat-lil-wayne/id1273382676?i=1273382955&uo=4","281"
"Miss Jackson (feat. LOLO)","Panic! At the Disco","684954532","https://itunes.apple.com/us/album/miss-jackson-feat-lolo/id684954402?i=684954532&uo=4","192"
"Love","Mos Def","1098963111","https://itunes.apple.com/us/album/love/id1098962972?i=1098963111&uo=4","263"
"You Don't Do It For Me Anymore","Demi Lovato","1273382951","https://itunes.apple.com/us/album/you-dont-do-it-for-me-anymore/id1273382676?i=1273382951&uo=4","197"
"Sexy Love","Ne-Yo","132663664","https://itunes.apple.com/us/album/sexy-love/id132663588?i=132663664&uo=4","220"
"When You Love a Woman","Journey","169005711","https://itunes.apple.com/us/album/when-you-love-a-woman/id169003304?i=169005711&uo=4","247"
"It's Your Love","Tim McGraw & Faith Hill","68872592","https://itunes.apple.com/us/album/its-your-love/id68873255?i=68872592&uo=4","225"
"Love Game (feat. Kendrick Lamar)","Eminem","731756780","https://itunes.apple.com/us/album/love-game-feat-kendrick-lamar/id731756766?i=731756780&uo=4","296"
"You Give Love a Bad Name","Bon Jovi","485519683","https://itunes.apple.com/us/album/you-give-love-a-bad-name/id485519681?i=485519683&uo=4","222"
"Cry Baby","Demi Lovato","1273382956","https://itunes.apple.com/us/album/cry-baby/id1273382676?i=1273382956&uo=4","222"
"Let Me Love You","Mario","257524515","https://itunes.apple.com/us/album/let-me-love-you/id257524479?i=257524515&uo=4","249"
"Daddy Issues","Demi Lovato","1273382952","https://itunes.apple.com/us/album/daddy-issues/id1273382676?i=1273382952&uo=4","189"
"Games","Demi Lovato","1273382957","https://itunes.apple.com/us/album/games/id1273382676?i=1273382957&uo=4","188"
"Only Forever","Demi Lovato","1273382954","https://itunes.apple.com/us/album/only-forever/id1273382676?i=1273382954&uo=4","197"
"Hitchhiker","Demi Lovato","1273382959","https://itunes.apple.com/us/album/hitchhiker/id1273382676?i=1273382959&uo=4","223"
"Concentrate","Demi Lovato","1273382958","https://itunes.apple.com/us/album/concentrate/id1273382676?i=1273382958&uo=4","197"
"Can't Help Falling In Love","Elvis Presley","217635636","https://itunes.apple.com/us/album/cant-help-falling-in-love/id217633715?i=217635636&uo=4","182"
"I Want to Know What Love Is","Foreigner","284531789","https://itunes.apple.com/us/album/i-want-to-know-what-love-is/id284531685?i=284531789&uo=4","301"
"Sorry Not Sorry","Demi Lovato","1273382961","https://itunes.apple.com/us/album/sorry-not-sorry-acoustic/id1273382676?i=1273382961&uo=4","205"
"Love","Keyshia Cole","72890611","https://itunes.apple.com/us/album/love/id72890581?i=72890611&uo=4","255"
"Dream On (Live)","Aerosmith","1105647","https://itunes.apple.com/us/album/dream-on-live/id1105689?i=1105647&uo=4","290"
"Instruction (feat. Demi Lovato & Stefflon Don)","Jax Jones","1273382960","https://itunes.apple.com/us/album/instruction-feat-demi-lovato-stefflon-don/id1273382676?i=1273382960&uo=4","166"
"No Promises (feat. Demi Lovato)","Cheat Codes","1273382962","https://itunes.apple.com/us/album/no-promises-feat-demi-lovato-acoustic/id1273382676?i=1273382962&uo=4","232"
"I Love This Bar","Toby Keith","3872097","https://itunes.apple.com/us/album/i-love-this-bar/id3872121?i=3872097&uo=4","335"
"Greatest Love Story","LANCO","1100799963","https://itunes.apple.com/us/album/greatest-love-story/id1100799952?i=1100799963&uo=4","222"
"I'm Not In Love","10cc","895283664","https://itunes.apple.com/us/album/im-not-in-love/id895283652?i=895283664&uo=4","363"
"Come and Get Your Love","Redbone","895283666","https://itunes.apple.com/us/album/come-and-get-your-love/id895283652?i=895283666&uo=4","206"
"Fooled Around and Fell In Love","Elvin Bishop","895283663","https://itunes.apple.com/us/album/fooled-around-and-fell-in-love/id895283652?i=895283663&uo=4","275"
"Live and Let Die","Guns N' Roses","5669927","https://itunes.apple.com/us/album/live-and-let-die/id5669937?i=5669927&uo=4","182"
"Love","Erykah Badu","361856188","https://itunes.apple.com/us/album/love/id361856072?i=361856188&uo=4","362"
"Egmont Overture, Op. 84","London Symphony Orchestra & Josef Krips","278865298","https://itunes.apple.com/us/album/egmont-overture-op-84/id278864065?i=278865298&uo=4","486"
"It Happens","Sugarland","285448852","https://itunes.apple.com/us/album/it-happens/id285448816?i=285448852&uo=4","181"
"Boléro, M. 81","London Symphony Orchestra & Arpád Jóo","278865643","https://itunes.apple.com/us/album/bol%C3%A9ro-m-81/id278864065?i=278865643&uo=4","933"
"Love More (feat. Nicki Minaj)","Chris Brown","911158138","https://itunes.apple.com/us/album/love-more-feat-nicki-minaj/id911158110?i=911158138&uo=4","189"
"Symphony No. 5 in C-Sharp Minor: IV. Adagietto","London Symphony Orchestra & Harold Farberman","278865528","https://itunes.apple.com/us/album/symphony-no-5-in-c-sharp-minor-iv-adagietto/id278864065?i=278865528&uo=4","724"
"Parking Lot Party","Lee Brice","513670728","https://itunes.apple.com/us/album/parking-lot-party/id513670724?i=513670728&uo=4","209"
"Love Sex Magic (feat. Justin Timberlake)","Ciara","307564849","https://itunes.apple.com/us/album/love-sex-magic-feat-justin-timberlake-feat-justin-timberlake/id307564775?i=307564849&uo=4","220"
"First Love","Adele","282374073","https://itunes.apple.com/us/album/first-love/id282374043?i=282374073&uo=4","190"
"Love Never Felt So Good","Michael Jackson & Justin Timberlake","850697815","https://itunes.apple.com/us/album/love-never-felt-so-good/id850697616?i=850697815&uo=4","245"
"Cool","Gwen Stefani","30523780","https://itunes.apple.com/us/album/cool/id30523690?i=30523780&uo=4","189"
"Seasons of Love","Rent","80446140","https://itunes.apple.com/us/album/seasons-of-love/id80447021?i=80446140&uo=4","182"
"Love the Way You Lie (feat. Rihanna)","Eminem","377564702","https://itunes.apple.com/us/album/love-the-way-you-lie-feat-rihanna/id377562262?i=377564702&uo=4","263"
"Get It Shawty","Lloyd","217678355","https://itunes.apple.com/us/album/get-it-shawty/id217678277?i=217678355&uo=4","208"
"Love Love Love","Of Monsters and Men","509345826","https://itunes.apple.com/us/album/love-love-love/id509345651?i=509345826&uo=4","238"
"I Wanna Dance with Somebody (Who Loves Me)","Whitney Houston","840431935","https://itunes.apple.com/us/album/i-wanna-dance-with-somebody-who-loves-me/id840431884?i=840431935&uo=4","292"
"Love Me Again","John Newman","776124879","https://itunes.apple.com/us/album/love-me-again/id776124871?i=776124879&uo=4","239"
"Sexual Healing","Marvin Gaye","205881936","https://itunes.apple.com/us/album/sexual-healing/id205881652?i=205881936&uo=4","238"
"No Woman, No Cry","Bob Marley & The Wailers","517438248","https://itunes.apple.com/us/album/no-woman-no-cry-live-1975/id517438246?i=517438248&uo=4","429"
"I Wanna Love You (feat. Snoop Dogg)","Akon featuring Snoop Dogg","204117142","https://itunes.apple.com/us/album/i-wanna-love-you-feat-snoop-dogg/id204117116?i=204117142&uo=4","246"
"Your Love","The Outfield","541129524","https://itunes.apple.com/us/album/your-love/id541129522?i=541129524&uo=4","223"
"I Love College","Asher Roth","311207285","https://itunes.apple.com/us/album/i-love-college/id311207044?i=311207285&uo=4","241"
"Bad at Love","Halsey","1221749998","https://itunes.apple.com/us/album/bad-at-love/id1221749987?i=1221749998&uo=4","181"
"All Over You","LIVE","61040","https://itunes.apple.com/us/album/all-over-you/id61056?i=61040&uo=4","239"
"Love Yourz","J. Cole","940845273","https://itunes.apple.com/us/album/love-yourz/id940845223?i=940845273&uo=4","211"
"Casper Cha-Cha Slide","Casper & The Live Platinum Band","1525059","https://itunes.apple.com/us/album/casper-cha-cha-slide/id1525086?i=1525059&uo=4","387"
"History In the Making","Darius Rucker","716368614","https://itunes.apple.com/us/album/history-in-the-making/id716368054?i=716368614&uo=4","209"
"I and Love and You","The Avett Brothers","556033784","https://itunes.apple.com/us/album/i-and-love-and-you/id556033778?i=556033784&uo=4","300"
"Tuesday (feat. Drake)","iLoveMakonnen","948443708","https://itunes.apple.com/us/album/tuesday-feat-drake/id948443606?i=948443708&uo=4","321"
"Wild Wild Love (feat. G.R.L.)","Pitbull","826678133","https://itunes.apple.com/us/album/wild-wild-love-feat-g-r-l/id826678108?i=826678133&uo=4","202"
"Love","Roger Creager","3936645","https://itunes.apple.com/us/album/love/id3936649?i=3936645&uo=4","230"
"Can't Help Falling In Love (Live At Daytrotter)","Ingrid Michaelson","291307148","https://itunes.apple.com/us/album/cant-help-falling-in-love-live-at-daytrotter/id291307093?i=291307148&uo=4","194"
"Slut Like You","P!nk","545398142","https://itunes.apple.com/us/album/slut-like-you/id545398133?i=545398142&uo=4","221"
"Beam Me Up","P!nk","545398144","https://itunes.apple.com/us/album/beam-me-up/id545398133?i=545398144&uo=4","267"
"In Love With a Girl","Gavin DeGraw","275340432","https://itunes.apple.com/us/album/in-love-with-a-girl/id275340430?i=275340432&uo=4","206"
"Are We All We Are","P!nk","545398136","https://itunes.apple.com/us/album/are-we-all-we-are/id545398133?i=545398136&uo=4","217"
"The Planets, Op. 32: IV. Jupiter, the Bringer of Jollity","London Symphony Orchestra & Sir Colin Davis","56555436","https://itunes.apple.com/us/album/the-planets-op-32-iv-jupiter-the-bringer-of-jollity/id56556187?i=56555436&uo=4","485"
"Walk of Shame","P!nk","545398145","https://itunes.apple.com/us/album/walk-of-shame/id545398133?i=545398145&uo=4","163"
"L-O-V-E","Natalie Cole","285615890","https://itunes.apple.com/us/album/l-o-v-e/id285615327?i=285615890&uo=4","151"
"Time Is Love","Josh Turner","528742019","https://itunes.apple.com/us/album/time-is-love/id528741730?i=528742019&uo=4","200"
